#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 361239:8317 | 10/27/22 20:30:03 | 1056 | 1056 | 0.442140785    | 0.420581331   |
| 361240:8317 | 10/28/22 03:22:51 | 1015 | 1015 | 0.300482566    | 0.289529036   |
| 361272:8319 | 10/28/22 12:59:35 | 125  | 125  | 0.052070029    | 0.049691618   |
| 361280:8319 | 10/28/22 13:56:59 | 267  | 267  | 0.115310632    | 0.109395166   |
| 361283:8319 | 10/28/22 15:46:07 | 26   | 26   | 0.011233002    | 0.010569163   |
| 361284:8319 | 10/28/22 16:01:19 | 36   | 36   | 0.015342110    | 0.014654333   |
| 361297:8320 | 10/28/22 20:09:25 | 933  | 933  | 0.396245979    | 0.376030137   |
| 361303:8321 | 10/29/22 06:03:41 | 2240 | 2240 | 0.801434426    | 0.763467956   |
| 361318:8322 | 10/29/22 23:24:17 | 457  | 457  | 0.195973233    | 0.186720226   |
| 361319:8322 | 10/30/22 02:23:53 | 162  | 162  | 0.070810027    | 0.068127835   |
| 361320:8322 | 10/30/22 03:42:46 | 382  | 382  | 0.153933603    | 0.147433843   |
| 361333:8324 | 10/30/22 10:06:23 | 302  | 302  | 0.125371336    | 0.119553876   |
| 361361:8327 | 10/31/22 02:35:35 | 46   | 46   | 0.018411752    | 0.014922628   |
| 361362:8327 | 10/31/22 02:56:28 | 31   | 31   | 0.007749770    | 0.006330990   |
| 361363:8327 | 10/31/22 03:10:21 | 27   | 27   | 0.011086290    | 0.007933130   |
| 361365:8327 | 10/31/22 04:28:09 | 489  | 489  | 0.212917652    | 0.191586282   |
| 361366:8327 | 10/31/22 07:40:31 | 201  | 201  | 0.077946933    | 0.073492105   |
| 361400:8330 | 10/31/22 17:20:30 | 456  | 456  | 0.192093753    | 0.182377034   |
| 361417:8331 | 11/01/22 04:24:44 | 1622 | 1622 | 0.636157087    | 0.608633064   |
| 361443:8333 | 11/01/22 18:11:32 | 2274 | 2274 | 0.803395127    | 0.771169125   |
| 361468:8334 | 11/02/22 11:35:09 | 1881 | 1881 | 0.735200712    | 0.696631569   |
| 361475:8335 | 11/03/22 02:17:52 | 1231 | 1231 | 0.503624974    | 0.480825669   |
| 361512:8342 | 11/03/22 20:42:36 | 1537 | 1537 | 0.600887504    | 0.575840391   |
| 361569:8345 | 11/04/22 21:57:59 | 564  | 564  | 0.237080691    | 0.226224268   |
| 361573:8345 | 11/05/22 01:48:33 | 305  | 305  | 0.127506069    | 0.121532869   |
| 361579:8347 | 11/05/22 08:31:22 | 863  | 863  | 0.361010030    | 0.342180649   |
| 361580:8347 | 11/05/22 14:13:00 | 422  | 422  | 0.146208966    | 0.140259309   |
| 361957:8385 | 11/12/22 07:34:53 | 1163 | 1163 | 0.333436503    | 0.323771436   |
| 361971:8387 | 11/12/22 17:51:37 | 2343 | 2343 | 0.838050151    | 0.803779462   |
| 361989:8389 | 11/13/22 14:16:41 | 114  | 114  | 0.043820340    | 0.041308701   |
| 361990:8389 | 11/13/22 15:03:08 | 204  | 204  | 0.088003175    | 0.084157252   |
| 361994:8389 | 11/13/22 16:39:23 | 116  | 116  | 0.050341982    | 0.047399399   |
| 362058:8395 | 11/14/22 16:00:57 | 171  | 171  | 0.067178222    | 0.061779813   |
| 362059:8395 | 11/14/22 17:09:39 | 63   | 63   | 0.027062699    | 0.025326723   |
| 362060:8395 | 11/14/22 17:39:17 | 84   | 84   | 0.036658439    | 0.035048336   |
| 362061:8395 | 11/14/22 18:16:14 | 314  | 314  | 0.135800194    | 0.127733370   |
| 362062:8395 | 11/14/22 20:20:50 | 207  | 207  | 0.088545937    | 0.083450958   |
| 362063:8395 | 11/14/22 21:46:25 | 86   | 86   | 0.034246018    | 0.032763131   |
| 362064:8395 | 11/14/22 23:15:16 | 973  | 973  | 0.288038377    | 0.277999081   |
| 362087:8398 | 11/15/22 12:07:32 | 145  | 145  | 0.063964823    | 0.060412714   |
| 362091:8398 | 11/15/22 13:07:33 | 1418 | 1418 | 0.520131211    | 0.496209918   |
| 362104:8399 | 11/16/22 01:17:50 | 115  | 115  | 0.043028024    | 0.041085542   |
| 362105:8399 | 11/16/22 02:07:18 | 179  | 179  | 0.076773990    | 0.073123214   |
| 362106:8399 | 11/16/22 03:21:10 | 78   | 78   | 0.033380821    | 0.032288451   |
| 362107:8399 | 11/16/22 03:54:57 | 785  | 785  | 0.329592030    | 0.313860982   |
| 362148:8401 | 11/16/22 13:18:54 | 720  | 720  | 0.303143003    | 0.288720985   |
| 362153:8401 | 11/16/22 18:05:40 | 140  | 140  | 0.060888530    | 0.056974819   |
| 362154:8401 | 11/16/22 19:04:32 | 784  | 784  | 0.276255421    | 0.264980179   |
| 362159:8402 | 11/17/22 02:22:26 | 7    | 7    | 0.001915149    | 0.001662832   |
| 362161:8402 | 11/17/22 02:36:51 | 120  | 120  | 0.051050559    | 0.048928735   |
| 362163:8402 | 11/17/22 03:27:43 | 65   | 65   | 0.027997266    | 0.026361137   |
| 362166:8402 | 11/17/22 03:55:09 | 331  | 331  | 0.142959132    | 0.137306173   |
| 362167:8402 | 11/17/22 06:08:33 | 646  | 646  | 0.266380908    | 0.255683413   |
| 362437:8456 | 11/21/22 11:53:12 | 31   | 31   | 0.011505452    | 0.009766000   |
| 362439:8456 | 11/21/22 13:08:41 | 1374 | 1374 | 0.528865965    | 0.506073917   |
| 362597:8471 | 11/23/22 21:16:30 | 139  | 139  | 0.059784040    | 0.057671469   |
| 362614:8474 | 11/24/22 06:40:41 | 153  | 153  | 0.069212131    | 0.064255070   |
| 362615:8474 | 11/24/22 07:43:24 | 149  | 149  | 0.071404259    | 0.066283169   |
| 362616:8474 | 11/24/22 08:45:49 | 351  | 351  | 0.169615135    | 0.158203139   |
| 362617:8474 | 11/24/22 11:07:16 | 244  | 244  | 0.113832507    | 0.107721529   |
| 362618:8474 | 11/24/22 12:44:46 | 274  | 274  | 0.108287894    | 0.100029976   |
| 362653:8484 | 11/25/22 07:53:12 | 266  | 266  | 0.107975154    | 0.102033856   |
| 362654:8484 | 11/25/22 09:39:59 | 26   | 26   | 0.011470235    | 0.010606216   |
| 362655:8484 | 11/25/22 10:00:15 | 333  | 333  | 0.147807042    | 0.140460920   |
| 362657:8484 | 11/25/22 12:32:35 | 198  | 198  | 0.083689220    | 0.080388442   |
| 362695:8489 | 11/26/22 00:41:34 | 334  | 334  | 0.136457491    | 0.128510059   |
| 362696:8489 | 11/26/22 02:52:11 | 1711 | 1711 | 0.609427589    | 0.585028574   |
| 362698:8489 | 11/26/22 14:10:14 | 374  | 374  | 0.083703241    | 0.080857402   |
| 362720:8491 | 11/26/22 22:59:02 | 898  | 898  | 0.372627843    | 0.355541625   |
| 362727:8491 | 11/27/22 05:16:11 | 4    | 4    | 0.001603380    | 0.001411172   |
| 362728:8491 | 11/27/22 05:21:34 | 388  | 388  | 0.150607017    | 0.143542102   |
| 362757:8496 | 11/27/22 22:14:46 | 62   | 62   | 0.021364208    | 0.019510115   |
| 362758:8496 | 11/27/22 22:43:07 | 205  | 205  | 0.087135713    | 0.082564202   |
| 362760:8496 | 11/28/22 00:16:05 | 728  | 728  | 0.295604738    | 0.282294081   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 134   | 360  | 122985 | 122980 | 36.475504120      | 34.748619392     |
+-------+------+--------+--------+-------------------+------------------+

Warning: problems found in merging -i and --normtag selections:
  in run 359661 [[40, 232]] is not a superset of [[42, 233]]
#Check JSON:
#(run,ls) in json but not in results: []
